Item Group Code,Item Group,Item Code,Item,Factor,CPC Code,HS Code,HS07 Code,HS12 Code
QL,Livestock primary,1018,"Edible offal of goat, fresh, chilled or frozen",1,21156,,"020680, 020690, 050400","020680, 020690, 050400"
QL,Livestock primary,1036,"Edible offal of pigs, fresh, chilled or frozen",1,21153,,"020630, 020641, 020649, 050400","020630, 020641, 020649, 050400"
QL,Livestock primary,978,"Edible offal of sheep, fresh, chilled or frozen",1,21155,,"020680, 020690, 050400","020680, 020690, 050400"
QL,Livestock primary,1128,"Edible offals of camels and other camelids, fresh, chilled or frozen",1,21159.02,,20890,20860
QL,Livestock primary,1098,"Edible offals of horses and other equines,  fresh, chilled or frozen",1,21159.01,,"020680, 020690","020680, 020690"
QL,Livestock primary,1091,"Eggs from other birds in shell, fresh, n.e.c.",1,232,,40700,"040719, 040729, 040790"
QL,Livestock primary,1783,Eggs Primary,1,F1783,,,
QL,Livestock primary,1129,Fat of camels,1,21519.02,,150600,150600
QL,Livestock primary,1037,Fat of pigs,1,21511.01,,20900,20910
QL,Livestock primary,1163,"Game meat, fresh, chilled or frozen",1,21170.02,,20890,20890
QL,Livestock primary,1019,"Goat fat, unrendered",1,21515,,150200,150290
QL,Livestock primary,1062,"Hen eggs in shell, fresh",1,231,,40700,"040711, 040721, 040790"
QL,Livestock primary,1097,"Horse meat, fresh or chilled",1,21118.01,,20500,20500
QL,Livestock primary,1108,"Meat of asses, fresh or chilled",1,21118.02,,20500,20500
QL,Livestock primary,947,"Meat of buffalo, fresh or chilled",1,21112,,"020110, 020120, 020130, 020210, 020220, 020230","020110, 020120, 020130, 020210, 020220, 020230"
QL,Livestock primary,1127,"Meat of camels, fresh or chilled",1,21117.01,,20890,20860
QL,Livestock primary,867,"Meat of cattle with the bone, fresh or chilled",1,21111.01,,"020110, 020120, 020210, 020220","020110, 020120, 020210, 020220"
QL,Livestock primary,1058,"Meat of chickens, fresh or chilled",1,21121,,"020711, 020712, 020713, 020714, 020732, 020733, 020735, 020736","020711, 020712, 020713, 020714, 020760"
QL,Livestock primary,1069,"Meat of ducks, fresh or chilled",1,21122,,"020732, 020733, 020735, 020736","020741, 020742, 020744, 020745"
QL,Livestock primary,1073,"Meat of geese, fresh or chilled",1,21123,,"020732, 020733, 020735, 020736","020751, 020752, 020754, 020755"
QL,Livestock primary,1017,"Meat of goat, fresh or chilled",1,21116,,20450,20450
QL,Livestock primary,1111,"Meat of mules, fresh or chilled",1,21118.03,,20500,20500
QL,Livestock primary,1158,"Meat of other domestic camelids, fresh or chilled",1,21117.02,,20890,20860
QL,Livestock primary,1151,"Meat of other domestic rodents, fresh or chilled",1,21119.01,,20890,20890
QL,Livestock primary,1035,"Meat of pig with the bone, fresh or chilled",1,21113.01,,"020311, 020312, 020319, 020321, 020322, 020329","020311, 020312, 020319, 020321, 020322, 020329"
QL,Livestock primary,1089,"Meat of pigeons and other birds n.e.c., fresh, chilled or frozen",1,21170.01,,20890,20890
QL,Livestock primary,1141,"Meat of rabbits and hares, fresh or chilled",1,21114,,20810,20810
QL,Livestock primary,977,"Meat of sheep, fresh or chilled",1,21115,,"020410, 020421, 020422, 020423, 020430, 020441, 020442, 020443","020410, 020421, 020422, 020423, 020430, 020441, 020442, 020443"
QL,Livestock primary,1080,"Meat of turkeys, fresh or chilled",1,21124,,"020724, 020725, 020726, 020727","020724, 020725, 020726, 020727"
QL,Livestock primary,1808,"Meat, Poultry",1,F1808,,,
QL,Livestock primary,1765,"Meat, Total",1,F1765,,,
QL,Livestock primary,1780,"Milk, Total",1,F1780,,,
QL,Livestock primary,1182,Natural honey,1,2910,,40900,40900
QL,Livestock primary,1083,Other birds,1,2194,,"010631, 010632, 010639","010631, 010632, 010639"
QL,Livestock primary,1166,"Other meat n.e.c. (excluding mammals), fresh, chilled or frozen",1,21170.92,,"020830, 020840, 020850, 020890","020830, 020840, 020850, 020890"
QL,Livestock primary,957,Raw hides and skins of buffaloes,1,2951.03,,"410120, 410150, 410190","410120, 410150, 410190"
QL,Livestock primary,919,Raw hides and skins of cattle,1,2951.01,,"410120, 410150, 410190","410120, 410150, 410190"
QL,Livestock primary,1025,Raw hides and skins of goats or kids,1,2954,,410390,410390
QL,Livestock primary,995,Raw hides and skins of sheep or lambs,1,2953,,"410210, 410229","410210, 410229"
QL,Livestock primary,951,Raw milk of buffalo,1,2212,,"040120, 040130","040120, 040140, 040150"
QL,Livestock primary,1130,Raw milk of camel,1,2293,,"040120, 040130","040120, 040140, 040150"
QL,Livestock primary,882,Raw milk of cattle,1,2211,,"040120, 040130","040120, 040140, 040150"
QL,Livestock primary,1020,Raw milk of goats,1,2292,,"040120, 040130","040120, 040140, 040150"
QL,Livestock primary,982,Raw milk of sheep,1,2291,,"040120, 040130","040120, 040140, 040150"
QL,Livestock primary,1807,Sheep and Goat Meat,1,F1807,,,
QL,Livestock primary,979,"Sheep fat, unrendered",1,21514,,150200,150290
QL,Livestock primary,987,"Shorn wool, greasy, including fleece-washed shorn wool",1,2941,,"510111, 510119","510111, 510119"
QL,Livestock primary,1185,Silk-worm cocoons suitable for reeling,1,2944,,500100,500100
QL,Livestock primary,1176,"Snails, fresh, chilled, frozen, dried, salted or in brine, except sea snails",1,2920,,30760,30760
QP,Livestock processed,1811,Butter and Ghee,1,F1811,,,
QP,Livestock processed,983,Butter and ghee of sheep milk,1,22249.01,,"040510, 040520, 040590","040510, 040520, 040590"
QP,Livestock processed,952,Butter of buffalo milk,1,22242.01,,"040510, 040520","040510, 040520"
QP,Livestock processed,886,Butter of cow milk,1,22241.01,,"040510, 040520","040510, 040520"
QP,Livestock processed,1022,Butter of goat milk,1,22249.02,,"040510, 040520, 040590","040510, 040520, 040590"
QP,Livestock processed,899,"Buttermilk, dry",1,22230.04,,40390,40390
QP,Livestock processed,1745,Cheese (All Kinds),1,F1745,,,
QP,Livestock processed,955,"Cheese from milk of buffalo, fresh or processed",1,22252,,"040610, 040620, 040630, 040640, 040690","040610, 040620, 040630, 040640, 040690"
QP,Livestock processed,1021,"Cheese from milk of goats, fresh or processed",1,22254,,"040610, 040620, 040630, 040640, 040690","040610, 040620, 040630, 040640, 040690"
QP,Livestock processed,984,"Cheese from milk of sheep, fresh or processed",1,22253,,"040610, 040620, 040630, 040640, 040690","040610, 040620, 040630, 040640, 040690"
QP,Livestock processed,904,Cheese from skimmed cow milk,1,22251.02,,"040610, 040620, 040630, 040640, 040690","040610, 040620, 040630, 040640, 040690"
QP,Livestock processed,901,Cheese from whole cow milk,1,22251.01,,"040610, 040620, 040630, 040640, 040690","040610, 040620, 040630, 040640, 040690"
QP,Livestock processed,885,"Cream, fresh",1,22120,,"040120, 040130","040120, 040140, 040150"
QP,Livestock processed,1816,Evaporated & Condensed Milk,1,F1816,,,
QP,Livestock processed,953,Ghee from buffalo milk,1,22242.02,,40590,40590
QP,Livestock processed,887,Ghee from cow milk,1,22241.02,,40590,40590
QP,Livestock processed,1043,"Pig fat, rendered",1,21521,,150100,"150110, 150120"
QP,Livestock processed,1186,Raw silk (not thrown),1,26110,,500200,500200
QP,Livestock processed,1809,"Skim Milk & Buttermilk, Dry",1,F1809,,,
QP,Livestock processed,898,Skim milk and whey powder,1,22212,,40210,40210
QP,Livestock processed,888,Skim milk of cows,1,22110.02,,"040110, 040120","040110, 040120"
QP,Livestock processed,896,"Skim milk, condensed",1,22222.02,,40299,40299
QP,Livestock processed,895,"Skim milk, evaporated",1,22221.02,,40291,40291
QP,Livestock processed,1225,Tallow,1,21523,,150200,150210
QP,Livestock processed,890,"Whey, condensed",1,22130.03,,40410,40410
QP,Livestock processed,900,"Whey, dry",1,22130.02,,40410,40410
QP,Livestock processed,897,Whole milk powder,1,22211,,"040221, 040229","040221, 040229"
QP,Livestock processed,889,"Whole milk, condensed",1,22222.01,,40299,40299
QP,Livestock processed,894,"Whole milk, evaporated",1,22221.01,,40291,40291
QP,Livestock processed,891,Yoghurt,1,22230.01,,40310,40310
